,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
885945,2011,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,31.2,,,21.0,43.6,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR
885946,2016,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Mean,4.2,,,3.6,4.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ALC,ALC3_0,MEAN,RACE,HIS
885953,2018,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,%,Crude Prevalence,57.2,,,53.4,61.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW2_3,CRDPREV,RACE,HIS
885959,2012,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,17.4,,,12.1,24.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA12_1,AGEADJPREV,RACE,HIS
885962,2016,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,23.8,,,17.6,31.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST5_1,CRDPREV,RACE,HIS
885965,2018,PR,Puerto Rico,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Crude Prevalence,63.4,,,59.7,67.0,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART3_0,CRDPREV,GENDER,GENF
885966,2011,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,27.5,,,20.8,35.4,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST5_2,CRDPREV,OVERALL,OVR
885968,2014,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,9.1,,,5.4,14.8,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD3_0_1,CRDPREV,GENDER,GENF
885972,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,Crude Prevalence,41.5,,,39.8,43.2,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD5_0,CRDPREV,OVERALL,OVR
885974,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,29.5,,,26.8,32.4,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENF
885976,2012,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,16.4,,,15.4,17.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA2_1,CRDPREV,RACE,HIS
885977,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Age-adjusted Prevalence,7.6,,,6.7,8.6,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW11_2,AGEADJPREV,OVERALL,OVR
885978,2019,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,56.9,,,53.2,60.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA11_1,CRDPREV,RACE,HIS
885980,2011,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,21.4,,,12.6,34.0,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA13_1,AGEADJPREV,GENDER,GENM
885981,2014,PR,Puerto Rico,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,15.2,,,13.5,17.2,Overall,Overall,POINT (-66.590149 18.220833),72,OLD,OLD3_1,AGEADJPREV,OVERALL,OVR
885983,2018,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,43.2,,,36.4,50.3,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_2,CRDPREV,GENDER,GENF
885987,2016,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,32.5,,,25.6,40.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD8_0,AGEADJPREV,RACE,HIS
885995,2016,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,26.9,,,20.3,34.8,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA10_0,AGEADJPREV,OVERALL,OVR
886000,2018,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,74.0,,,71.4,76.4,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW2_1,AGEADJPREV,GENDER,GENM
886001,2018,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,10.9,,,9.2,12.8,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,GENDER,GENF
886002,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Crude Prevalence,15.7,,,12.9,19.0,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,CRDPREV,GENDER,GENM
886005,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,Crude Prevalence,78.8,,,76.2,81.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD7_0,CRDPREV,RACE,HIS
886008,2015,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,75.0,,,71.7,78.1,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA11_2,CRDPREV,OVERALL,OVR
886013,2019,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Crude Prevalence,45.6,,,37.1,54.4,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART2_3,CRDPREV,GENDER,GENM
886015,2014,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,,,3.5,4.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
886016,2013,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,43.8,,,35.8,52.1,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA10_0,AGEADJPREV,GENDER,GENF
886018,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.6,,,23.5,25.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_1,CRDPREV,RACE,HIS
886025,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,41.5,,,39.8,43.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,AGEADJPREV,RACE,HIS
886026,2018,PR,Puerto Rico,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,46.9,,,43.7,50.2,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH4_2,AGEADJPREV,OVERALL,OVR
886033,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Crude Prevalence,39.6,,,37.3,41.9,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW10_0,CRDPREV,GENDER,GENM
886036,2016,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,34.0,,,27.5,41.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA5_0,AGEADJPREV,RACE,HIS
886043,2014,PR,Puerto Rico,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Crude Prevalence,47.4,,,44.3,50.5,Gender,Male,POINT (-66.590149 18.220833),72,ORH,ORH4_3,CRDPREV,GENDER,GENM
886045,2018,PR,Puerto Rico,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,3.1,,,2.5,3.8,Overall,Overall,POINT (-66.590149 18.220833),72,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR
886047,2019,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,4.3,,,3.3,5.5,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0,CRDPREV,GENDER,GENM
886053,2016,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Age-adjusted Prevalence,3.9,,,2.8,5.3,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD2_0,AGEADJPREV,GENDER,GENM
886057,2015,PR,Puerto Rico,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,11.7,,,9.7,14.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST1_2,CRDPREV,RACE,HIS
886066,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,Age-adjusted Prevalence,80.8,,,79.3,82.2,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD4_0,AGEADJPREV,OVERALL,OVR
886074,2011,PR,Puerto Rico,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,5.5,,,4.3,7.1,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA2_2,CRDPREV,OVERALL,OVR
886078,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,51.8,,,44.0,59.5,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD4_0_1,AGEADJPREV,OVERALL,OVR
886086,2016,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,22.6,,,20.8,24.5,Gender,Female,POINT (-66.590149 18.220833),72,IMM,IMM1_0,AGEADJPREV,GENDER,GENF
886091,2019,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,72.9,,,69.5,76.0,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA11_2,CRDPREV,OVERALL,OVR
886092,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,25.6,,,19.9,32.1,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD9_2,CRDPREV,GENDER,GENF
886099,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Crude Prevalence,42.3,,,40.7,43.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,CRDPREV,RACE,HIS
886108,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,31.6,,,29.4,34.0,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,CRDPREV,GENDER,GENF
886110,2015,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,29.8,,,26.3,33.6,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,GENDER,GENF
886113,2017,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,18.0,,,16.2,19.9,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA2_1,CRDPREV,GENDER,GENF
886115,2015,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,19.4,,,15.0,24.8,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST6_1,CRDPREV,GENDER,GENF
886117,2013,PR,Puerto Rico,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,53.2,,,50.3,56.1,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_1,CRDPREV,OVERALL,OVR
886118,2016,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,19.6,,,16.6,23.0,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENM
886119,2018,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,35.1,,,29.7,40.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_2,AGEADJPREV,RACE,HIS
886126,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,44.7,,,35.6,54.2,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,OVERALL,OVR
886127,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,16.2,,,9.2,27.0,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD10_1,AGEADJPREV,GENDER,GENF
886131,2016,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,34.7,,,26.6,43.9,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD7_0,CRDPREV,GENDER,GENF
886132,2012,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,24.6,,,20.8,28.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_2,AGEADJPREV,RACE,HIS
886137,2013,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,34.6,,,29.7,39.9,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,GENDER,GENF
886146,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,27.1,,,25.1,29.1,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,OVERALL,OVR
886148,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,73.3,,,70.9,75.6,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW2_1,CRDPREV,GENDER,GENM
886149,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Crude Prevalence,11.6,,,9.7,13.7,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW11_3,CRDPREV,GENDER,GENM
886150,2011,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,2.9,,,2.3,3.7,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC5_1,AGEADJPREV,GENDER,GENF
886156,2017,PR,Puerto Rico,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,57.1,,,53.2,60.9,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_2,CRDPREV,OVERALL,OVR
886161,2012,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,28.3,,,27.0,29.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW1_1,CRDPREV,RACE,HIS
886164,2017,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Age-adjusted Prevalence,29.7,,,24.6,35.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_4,AGEADJPREV,RACE,HIS
886166,2018,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,28.6,,,18.5,41.5,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA10_0,AGEADJPREV,GENDER,GENF
886169,2014,PR,Puerto Rico,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,51.6,,,49.3,53.9,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN3_0,CRDPREV,OVERALL,OVR
886180,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,21.3,,,18.0,24.9,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENM
886181,2015,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,44.8,,,38.4,51.3,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD9_2,CRDPREV,OVERALL,OVR
886185,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Crude Prevalence,40.0,,,38.5,41.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,CRDPREV,RACE,HIS
886190,2012,PR,Puerto Rico,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.4,,,51.6,64.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA6_0,AGEADJPREV,RACE,HIS
886194,2012,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,4.9,,,4.3,5.6,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC5_1,CRDPREV,OVERALL,OVR
886198,2019,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,3.2,,,2.6,3.7,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC3_0,AGEADJMEAN,GENDER,GENF
886203,2018,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Crude Prevalence,38.8,,,30.2,48.2,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,CRDPREV,OVERALL,OVR
886206,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,14.5,,,8.5,23.7,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,OVERALL,OVR
886208,2017,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Age-adjusted Prevalence,25.6,,,18.9,33.7,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_4,AGEADJPREV,GENDER,GENM
886211,2017,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,17.0,,,11.9,23.6,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST6_1,CRDPREV,GENDER,GENF
886215,2011,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Crude Prevalence,56.1,,,51.9,60.2,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_3,CRDPREV,OVERALL,OVR
886220,2014,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,13.5,,,12.2,14.9,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST1_1,CRDPREV,GENDER,GENF
886221,2016,PR,Puerto Rico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,27.1,,,21.4,33.7,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA10_0,CRDPREV,GENDER,GENM
886222,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,31.5,,,30.2,32.9,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW3_1,AGEADJPREV,OVERALL,OVR
886226,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,33.0,,,24.6,42.7,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,OVERALL,OVR
886227,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,6.1,,,5.0,7.4,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,AGEADJPREV,GENDER,GENF
886228,2012,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,Crude Prevalence,11.9,,,10.0,14.0,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC2_3,CRDPREV,OVERALL,OVR
886232,2017,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,42.9,,,37.3,48.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA12_2,AGEADJPREV,RACE,HIS
886233,2013,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,47.8,,,40.1,55.6,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA7_0,AGEADJPREV,OVERALL,OVR
886235,2016,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,60.9,,,56.3,65.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA7_0,CRDPREV,RACE,HIS
886237,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,33.1,,,24.0,43.8,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD9_2,CRDPREV,GENDER,GENF
886238,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.6,,,23.4,25.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_1,CRDPREV,RACE,HIS
886249,2016,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,12.3,,,10.9,13.8,Gender,Female,POINT (-66.590149 18.220833),72,AST,AST1_1,CRDPREV,GENDER,GENF
886251,2018,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,27.6,,,23.2,32.4,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA11_3,CRDPREV,GENDER,GENF
886252,2014,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,69.8,,,67.2,72.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART4_0,CRDPREV,RACE,HIS
886254,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Crude Prevalence,15.4,,,14.2,16.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW11_3,CRDPREV,RACE,HIS
886257,2011,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,25.8,,,22.0,30.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_2,CRDPREV,RACE,HIS
886261,2018,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,21.4,,,20.3,22.6,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_1,AGEADJPREV,OVERALL,OVR
886266,2013,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,24.1,,,13.4,39.4,Gender,Male,POINT (-66.590149 18.220833),72,AST,AST6_1,CRDPREV,GENDER,GENM
886269,2012,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,42.0,,,40.5,43.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW10_0,AGEADJPREV,RACE,HIS
886270,2012,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,19.0,,,14.8,23.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST6_1,CRDPREV,RACE,HIS
886272,2014,PR,Puerto Rico,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,45.9,,,37.4,54.7,Overall,Overall,POINT (-66.590149 18.220833),72,AST,AST5_2,AGEADJPREV,OVERALL,OVR
